language,filename,sex,age
English,English/Eng-NA-MOR/Bates/Free20/amy20,female,20
English,English/Eng-NA-MOR/Bates/Free20/betty20,female,20
English,English/Eng-NA-MOR/Bates/Free20/chuck20,male,20
English,English/Eng-NA-MOR/Bates/Free20/doug20,male,20
English,English/Eng-NA-MOR/Bates/Free20/ed20,male,20
English,English/Eng-NA-MOR/Bates/Free20/frank20,male,20
English,English/Eng-NA-MOR/Bates/Free20/gloria20,female,22
English,English/Eng-NA-MOR/Bates/Free20/hank20,male,20
English,English/Eng-NA-MOR/Bates/Free20/ivy20,female,20
English,English/Eng-NA-MOR/Bates/Free20/jane20,female,20
English,English/Eng-NA-MOR/Bates/Free20/jim20,male,20
English,English/Eng-NA-MOR/Bates/Free20/kathy20,female,20
English,English/Eng-NA-MOR/Bates/Free20/keith20,male,20
English,English/Eng-NA-MOR/Bates/Free20/kent20,male,20
English,English/Eng-NA-MOR/Bates/Free20/linda20,female,20
English,English/Eng-NA-MOR/Bates/Free20/mandy20,female,20
English,English/Eng-NA-MOR/Bates/Free20/nan20,female,20
English,English/Eng-NA-MOR/Bates/Free20/olivia20,female,20
English,English/Eng-NA-MOR/Bates/Free20/paula20,female,20
English,English/Eng-NA-MOR/Bates/Free20/pete20,male,20
English,English/Eng-NA-MOR/Bates/Free20/ruth20,female,20
English,English/Eng-NA-MOR/Bates/Free20/steve20,male,20
English,English/Eng-NA-MOR/Bates/Free20/sue20,female,20
English,English/Eng-NA-MOR/Bates/Free20/tom20,male,20
English,English/Eng-NA-MOR/Bates/Free20/vicki20,female,20
English,English/Eng-NA-MOR/Bates/Free20/wanda20,female,20
English,English/Eng-NA-MOR/Bates/Free20/will20,male,20
English,English/Eng-NA-MOR/Bates/Free20/zeke20,male,20
English,English/Eng-NA-MOR/Bates/Free28/amy28,female,28
English,English/Eng-NA-MOR/Bates/Free28/betty28,female,28
English,English/Eng-NA-MOR/Bates/Free28/chuck28,male,28
English,English/Eng-NA-MOR/Bates/Free28/doug28,male,28
English,English/Eng-NA-MOR/Bates/Free28/ed28,male,28
English,English/Eng-NA-MOR/Bates/Free28/frank28,male,28
English,English/Eng-NA-MOR/Bates/Free28/george28,male,28
English,English/Eng-NA-MOR/Bates/Free28/gloria28,female,28
English,English/Eng-NA-MOR/Bates/Free28/hank28,male,28
English,English/Eng-NA-MOR/Bates/Free28/ivy28,female,28
English,English/Eng-NA-MOR/Bates/Free28/jane28,female,28
English,English/Eng-NA-MOR/Bates/Free28/jim28,male,28
English,English/Eng-NA-MOR/Bates/Free28/kathy28,female,28
English,English/Eng-NA-MOR/Bates/Free28/keith28,male,28
English,English/Eng-NA-MOR/Bates/Free28/kent28,male,28
English,English/Eng-NA-MOR/Bates/Free28/linda28,female,28
English,English/Eng-NA-MOR/Bates/Free28/mandy28,female,28
English,English/Eng-NA-MOR/Bates/Free28/nan28,female,28
English,English/Eng-NA-MOR/Bates/Free28/olivia28,female,28
English,English/Eng-NA-MOR/Bates/Free28/paula28,female,28
English,English/Eng-NA-MOR/Bates/Free28/pete28,male,28
English,English/Eng-NA-MOR/Bates/Free28/rick28,male,28
English,English/Eng-NA-MOR/Bates/Free28/ruth28,female,28
English,English/Eng-NA-MOR/Bates/Free28/steve28,male,28
English,English/Eng-NA-MOR/Bates/Free28/sue28,female,28
English,English/Eng-NA-MOR/Bates/Free28/tom28,male,28
English,English/Eng-NA-MOR/Bates/Free28/vicki28,female,28
English,English/Eng-NA-MOR/Bates/Free28/wanda28,female,28
English,English/Eng-NA-MOR/Bates/Free28/will28,male,28
English,English/Eng-NA-MOR/Bates/Free28/zeke28,male,28
English,English/Eng-NA-MOR/Bates/Snack28/amy,female,28
English,English/Eng-NA-MOR/Bates/Snack28/betty,female,28
English,English/Eng-NA-MOR/Bates/Snack28/chuck,male,28
English,English/Eng-NA-MOR/Bates/Snack28/doug,male,28
English,English/Eng-NA-MOR/Bates/Snack28/ed,male,28
English,English/Eng-NA-MOR/Bates/Snack28/frank,male,28
English,English/Eng-NA-MOR/Bates/Snack28/gloria,female,28
English,English/Eng-NA-MOR/Bates/Snack28/hank,male,28
English,English/Eng-NA-MOR/Bates/Snack28/ivy,female,28
English,English/Eng-NA-MOR/Bates/Snack28/jane,female,28
English,English/Eng-NA-MOR/Bates/Snack28/jim,male,28
English,English/Eng-NA-MOR/Bates/Snack28/kathy,female,28
English,English/Eng-NA-MOR/Bates/Snack28/keith,male,28
English,English/Eng-NA-MOR/Bates/Snack28/kent,male,28
English,English/Eng-NA-MOR/Bates/Snack28/linda,female,28
English,English/Eng-NA-MOR/Bates/Snack28/mandy,female,28
English,English/Eng-NA-MOR/Bates/Snack28/nan,female,28
English,English/Eng-NA-MOR/Bates/Snack28/olivia,female,28
English,English/Eng-NA-MOR/Bates/Snack28/paula,female,28
English,English/Eng-NA-MOR/Bates/Snack28/pete,male,28
English,English/Eng-NA-MOR/Bates/Snack28/rick,male,28
English,English/Eng-NA-MOR/Bates/Snack28/ruth,female,28
English,English/Eng-NA-MOR/Bates/Snack28/steve,male,28
English,English/Eng-NA-MOR/Bates/Snack28/sue,female,28
English,English/Eng-NA-MOR/Bates/Snack28/tom,male,28
English,English/Eng-NA-MOR/Bates/Snack28/vicki,female,28
English,English/Eng-NA-MOR/Bates/Snack28/wanda,female,28
English,English/Eng-NA-MOR/Bates/Snack28/will,male,28
English,English/Eng-NA-MOR/Bates/Snack28/zeke,male,28
English,English/Eng-NA-MOR/Bates/Story28/amyst,female,28
English,English/Eng-NA-MOR/Bates/Story28/bettyst,female,28
English,English/Eng-NA-MOR/Bates/Story28/chuckst,male,28
English,English/Eng-NA-MOR/Bates/Story28/dougst,male,28
English,English/Eng-NA-MOR/Bates/Story28/edst,male,28
English,English/Eng-NA-MOR/Bates/Story28/frankst,male,28
English,English/Eng-NA-MOR/Bates/Story28/georgest,male,28
English,English/Eng-NA-MOR/Bates/Story28/gloriast,female,28
English,English/Eng-NA-MOR/Bates/Story28/hankst,male,28
English,English/Eng-NA-MOR/Bates/Story28/ivyst,female,28
English,English/Eng-NA-MOR/Bates/Story28/janest,female,28
English,English/Eng-NA-MOR/Bates/Story28/jimst,male,28
English,English/Eng-NA-MOR/Bates/Story28/kathyst,female,28
English,English/Eng-NA-MOR/Bates/Story28/keithst,male,28
English,English/Eng-NA-MOR/Bates/Story28/kentst,male,28
English,English/Eng-NA-MOR/Bates/Story28/lindast,female,28
English,English/Eng-NA-MOR/Bates/Story28/mandy,female,28
English,English/Eng-NA-MOR/Bates/Story28/nanst,female,28
English,English/Eng-NA-MOR/Bates/Story28/oliviast,female,28
English,English/Eng-NA-MOR/Bates/Story28/paulast,female,28
English,English/Eng-NA-MOR/Bates/Story28/petest,male,28
English,English/Eng-NA-MOR/Bates/Story28/rickst,male,28
English,English/Eng-NA-MOR/Bates/Story28/ruthst,female,28
English,English/Eng-NA-MOR/Bates/Story28/stevest,male,28
English,English/Eng-NA-MOR/Bates/Story28/suest,female,28
English,English/Eng-NA-MOR/Bates/Story28/tomst,male,28
English,English/Eng-NA-MOR/Bates/Story28/vicki,female,28
English,English/Eng-NA-MOR/Bates/Story28/wandast,female,28
English,English/Eng-NA-MOR/Bates/Story28/willst,male,28
English,English/Eng-NA-MOR/Bates/Story28/zekest,male,28
English,English/Eng-NA-MOR/Bernstein/Children/Alice/alice1,female,13
English,English/Eng-NA-MOR/Bernstein/Children/Alice/alice2,female,15
English,English/Eng-NA-MOR/Bernstein/Children/Alice/alice3,female,17
English,English/Eng-NA-MOR/Bernstein/Children/Amelia/amelia1,female,18
English,English/Eng-NA-MOR/Bernstein/Children/Amelia/amelia2,female,20
English,English/Eng-NA-MOR/Bernstein/Children/Amelia/amelia3,None,None
English,English/Eng-NA-MOR/Bernstein/Children/Anne/anne1,female,17
English,English/Eng-NA-MOR/Bernstein/Children/Anne/anne2,female,20
English,English/Eng-NA-MOR/Bernstein/Children/Anne/anne3a,female,22
English,English/Eng-NA-MOR/Bernstein/Children/Cindy/cindy1,None,None
English,English/Eng-NA-MOR/Bernstein/Children/Cindy/cindy2,female,22
English,English/Eng-NA-MOR/Bernstein/Children/Cindy/cindy3,female,24
English,English/Eng-NA-MOR/Bernstein/Children/Dale/dale1,female,17
English,English/Eng-NA-MOR/Bernstein/Children/Dale/dale2,female,19
English,English/Eng-NA-MOR/Bernstein/Children/Dale/dale3,female,21
English,English/Eng-NA-MOR/Bernstein/Children/Gail/gail1,female,21
English,English/Eng-NA-MOR/Bernstein/Children/Gail/gail2,female,23
English,English/Eng-NA-MOR/Bernstein/Children/Gail/gail3,female,25
English,English/Eng-NA-MOR/Bernstein/Children/Kay/kay1,female,13
English,English/Eng-NA-MOR/Bernstein/Children/Kay/kay2,None,None
English,English/Eng-NA-MOR/Bernstein/Children/Kay/kay3,female,18
English,English/Eng-NA-MOR/Bernstein/Children/Lena/lena1,female,19
English,English/Eng-NA-MOR/Bernstein/Children/Lena/lena2,female,22
English,English/Eng-NA-MOR/Bernstein/Children/Lena/lena3,female,24
English,English/Eng-NA-MOR/Bernstein/Children/Marie/marie1,female,18
English,English/Eng-NA-MOR/Bernstein/Children/Marie/marie2,female,20
English,English/Eng-NA-MOR/Bernstein/Children/Marie/marie3,female,22
English,English/Eng-NA-MOR/Bernstein/Interview/alice1,None,None
English,English/Eng-NA-MOR/Bernstein/Interview/alice3,None,17
English,English/Eng-NA-MOR/Bernstein/Interview/amelia1,None,None
English,English/Eng-NA-MOR/Bernstein/Interview/amelia2,None,None
English,English/Eng-NA-MOR/Bernstein/Interview/amelia3,None,22
English,English/Eng-NA-MOR/Bernstein/Interview/anne1,None,17
English,English/Eng-NA-MOR/Bernstein/Interview/anne2,None,20
English,English/Eng-NA-MOR/Bernstein/Interview/anne3,None,None
English,English/Eng-NA-MOR/Bernstein/Interview/cindy1,None,None
English,English/Eng-NA-MOR/Bernstein/Interview/cindy2,None,22
English,English/Eng-NA-MOR/Bernstein/Interview/cindy3,None,24
English,English/Eng-NA-MOR/Bernstein/Interview/dale1,None,None
English,English/Eng-NA-MOR/Bernstein/Interview/dale2,None,19
English,English/Eng-NA-MOR/Bernstein/Interview/dale3,None,21
English,English/Eng-NA-MOR/Bernstein/Interview/gail2,None,None
English,English/Eng-NA-MOR/Bernstein/Interview/gail3,None,None
English,English/Eng-NA-MOR/Bernstein/Interview/kay2,None,16
English,English/Eng-NA-MOR/Bernstein/Interview/kay3,None,18
English,English/Eng-NA-MOR/Bernstein/Interview/lena2,None,22
English,English/Eng-NA-MOR/Bernstein/Interview/lena3,None,24
English,English/Eng-NA-MOR/Bernstein/Interview/marie1,None,18
English,English/Eng-NA-MOR/Bernstein/Interview/marie2,None,20
English,English/Eng-NA-MOR/Bernstein/Interview/marie3,None,22
English,English/Eng-NA-MOR/Bliss/noraimee,female,64
English,English/Eng-NA-MOR/Bliss/norjusti,male,54
English,English/Eng-NA-MOR/Bliss/normarjo,female,27
English,English/Eng-NA-MOR/Bliss/normelis,female,40
English,English/Eng-NA-MOR/Bliss/normered,female,29
English,English/Eng-NA-MOR/Bliss/nortrevo,male,51
English,English/Eng-NA-MOR/Bliss/norwilli,male,73
English,English/Eng-NA-MOR/Bloom70/Eric/eric1,male,20
English,English/Eng-NA-MOR/Bloom70/Eric/eric2,male,21
English,English/Eng-NA-MOR/Bloom70/Eric/eric3,male,23
English,English/Eng-NA-MOR/Bloom70/Gia/gia1,female,19
English,English/Eng-NA-MOR/Bloom70/Gia/gia2,female,20
English,English/Eng-NA-MOR/Bloom70/Gia/gia3,female,22
English,English/Eng-NA-MOR/Bloom70/Gia/gia4,female,24
English,English/Eng-NA-MOR/Bloom70/Gia/gia5,female,30
English,English/Eng-NA-MOR/Bloom70/Peter/01,male,21
English,English/Eng-NA-MOR/Bloom70/Peter/02,male,22
English,English/Eng-NA-MOR/Bloom70/Peter/03,male,22
English,English/Eng-NA-MOR/Bloom70/Peter/04,male,23
English,English/Eng-NA-MOR/Bloom70/Peter/05,male,24
English,English/Eng-NA-MOR/Bloom70/Peter/06,None,24
English,English/Eng-NA-MOR/Bloom70/Peter/07,male,25
English,English/Eng-NA-MOR/Bloom70/Peter/08,male,26
English,English/Eng-NA-MOR/Bloom70/Peter/09,male,26
English,English/Eng-NA-MOR/Bloom70/Peter/10,male,27
English,English/Eng-NA-MOR/Bloom70/Peter/11,None,28
English,English/Eng-NA-MOR/Bloom70/Peter/12,male,28
English,English/Eng-NA-MOR/Bloom70/Peter/13,male,29
English,English/Eng-NA-MOR/Bloom70/Peter/14,male,30
English,English/Eng-NA-MOR/Bloom70/Peter/15,male,31
English,English/Eng-NA-MOR/Bloom70/Peter/16,male,31
English,English/Eng-NA-MOR/Bloom70/Peter/17,male,32
English,English/Eng-NA-MOR/Bloom70/Peter/18,male,33
English,English/Eng-NA-MOR/Bloom70/Peter/19,male,35
English,English/Eng-NA-MOR/Bloom70/Peter/20,male,38
English,English/Eng-NA-MOR/Bloom73/allison1,female,17
English,English/Eng-NA-MOR/Bloom73/allison2,female,19
English,English/Eng-NA-MOR/Bloom73/allison3,female,21
English,English/Eng-NA-MOR/Bloom73/allison4,female,22
English,English/Eng-NA-MOR/Bloom73/allison5,female,28
English,English/Eng-NA-MOR/Bloom73/allison6,female,34
English,English/Eng-NA-MOR/Bohannon/Bax/gina11,male,36
English,English/Eng-NA-MOR/Bohannon/Bax/judy6,male,36
English,English/Eng-NA-MOR/Bohannon/Bax/karen3,male,36
English,English/Eng-NA-MOR/Bohannon/Bax/kelley2,male,36
English,English/Eng-NA-MOR/Bohannon/Bax/leah1,male,36
English,English/Eng-NA-MOR/Bohannon/Bax/lindy8,male,36
English,English/Eng-NA-MOR/Bohannon/Bax/mari10,male,36
English,English/Eng-NA-MOR/Bohannon/Bax/mich7,male,36
English,English/Eng-NA-MOR/Bohannon/Bax/russ9,male,36
English,English/Eng-NA-MOR/Bohannon/Bax/thad5,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/angela,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/bob,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/claire,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/dan,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/debbie,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/doug,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/elliott,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/harvey,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/jim,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/john,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/kim,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/lauren,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/lindsey,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/noel,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/ruth,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/stephani,male,36
English,English/Eng-NA-MOR/Bohannon/Nat/tom,male,36
English,English/Eng-NA-MOR/Braunwald/0diary/010301,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010302,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010303,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010304,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010305,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010306,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010308,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010309,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010310,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010311,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010312,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010313,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010314,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010315,female,15
English,English/Eng-NA-MOR/Braunwald/0diary/010316,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010317,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010318,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010319,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010320,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010321,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010322,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010324,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010325,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010326,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010327,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010328,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010329,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010330,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010331,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010400,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010401,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010402,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010403,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010404,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010405,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010406,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010407,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010408,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010409,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010410,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010411,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010412,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010413,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010414,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010415,female,16
English,English/Eng-NA-MOR/Braunwald/0diary/010416,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010417,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010418,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010419,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010420,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010421,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010422,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010423,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010424,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010425,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010426,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010427,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010428,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010429,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010500,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010501,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010505,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010506,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010507,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010508,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010509,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010510,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010511,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010512,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010513,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010514,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010515,female,17
English,English/Eng-NA-MOR/Braunwald/0diary/010516,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010517,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010518,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010519,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010520,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010521,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010522,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010523,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010524,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010527,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010528,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010529,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010530,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010600,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010601,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010602,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010603,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010604,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010605,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010606,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010607,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010608,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010609,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010610,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010611,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010612,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010613,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010614,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010615,female,18
English,English/Eng-NA-MOR/Braunwald/0diary/010616,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010617,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010618,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010619,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010620,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010621,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010622,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010623,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010624,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010625,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010627,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010628,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010629,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010630,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010700,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010701,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010702,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010703,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010704,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010705,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010706,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010707,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010708,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010709,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010710,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010711,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010712,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010713,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010714,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010715,female,19
English,English/Eng-NA-MOR/Braunwald/0diary/010716,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010717,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010718,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010719,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010720,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010721,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010722,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010723,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010724,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010725,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010726,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010727,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010728,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010729,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010730,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010801,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010802,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010803,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010804,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010805,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010806,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010807,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010808,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010810,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010811,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010812,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010813,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010814,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010815,female,20
English,English/Eng-NA-MOR/Braunwald/0diary/010816,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010817,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010818,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010819,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010820,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010821,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010822,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010823,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010824,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010825,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010826,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010827,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010828,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010829,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010830,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010900,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010901,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010902,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010903,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010904,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010905,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010906,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010907,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010908,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010909,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010910,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010911,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010912,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010913,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010914,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010915,female,21
English,English/Eng-NA-MOR/Braunwald/0diary/010916,female,22
English,English/Eng-NA-MOR/Braunwald/0diary/010917,female,22
English,English/Eng-NA-MOR/Braunwald/0diary/010918,female,22
English,English/Eng-NA-MOR/Braunwald/0diary/010919,female,22
English,English/Eng-NA-MOR/Braunwald/0diary/010921,female,22
English,English/Eng-NA-MOR/Braunwald/0diary/010922,female,22
English,English/Eng-NA-MOR/Braunwald/0diary/010923,female,22
English,English/Eng-NA-MOR/Braunwald/0diary/010924,female,22
English,English/Eng-NA-MOR/Braunwald/0diary/010925,female,22
English,English/Eng-NA-MOR/Braunwald/0diary/010926,female,22
